Point ID,arc_length,ClosestId(0),Distance(0),p,Points_0,Points_1,Points_2,Points_Magnitude,rho,T,Thrust_exit_plane,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
533,0.00956202,2,1.68508e+07,78061.5,0.162,0.00956202,0,0.162282,0.0847984,2289.32,350.745,2093.6,-38.9713,0,2093.96,1
534,0.00957996,3,1.16684e+07,79745.2,0.162,0.00957996,0,0.162283,0.0862919,2299.87,362.612,2104.8,-45.8825,0,2105.3,1
535,0.0095979,3,3.02219e+06,81428.8,0.162,0.0095979,0,0.162284,0.0877853,2310.43,374.478,2116,-52.7934,0,2116.66,1
536,0.00961584,3,45670.1,83112.5,0.162,0.00961584,0,0.162285,0.0892788,2320.99,386.345,2127.2,-59.7046,0,2128.04,1
537,0.00963378,3,2.42594e+06,84698,0.162,0.00963378,0,0.162286,0.0906764,2330.79,397.519,2137.35,-64.2513,0,2138.32,1
538,0.00965172,3,7.36314e+06,85860.6,0.162,0.00965172,0,0.162287,0.0916603,2337.35,405.71,2142.96,-58.6117,0,2143.76,1
539,0.00966966,3,1.50042e+07,87023.3,0.162,0.00966966,0,0.162288,0.0926443,2343.92,413.9,2148.57,-52.972,0,2149.22,1
540,0.0096876,4,1.44985e+07,88185.9,0.162,0.0096876,0,0.162289,0.0936282,2350.48,422.091,2154.18,-47.3323,0,2154.7,1
541,0.00970554,4,7.00437e+06,89348.6,0.162,0.00970554,0,0.16229,0.0946122,2357.05,430.281,2159.79,-41.6926,0,2160.19,1
542,0.00972348,4,2.21413e+06,90511.2,0.162,0.00972348,0,0.162292,0.0955961,2363.61,438.472,2165.4,-36.0529,0,2165.7,1
543,0.00974142,4,127738,91673.9,0.162,0.00974142,0,0.162293,0.0965801,2370.18,446.663,2171.01,-30.4133,0,2171.22,1
544,0.00975936,4,745195,92836.5,0.162,0.00975936,0,0.162294,0.097564,2376.74,454.853,2176.62,-24.7736,0,2176.76,1
545,0.0097773,4,4.06653e+06,93999.2,0.162,0.0097773,0,0.162295,0.098548,2383.31,463.044,2182.23,-19.1339,0,2182.31,1
546,0.00979524,4,1.00917e+07,95161.8,0.162,0.00979524,0,0.162296,0.099532,2389.87,471.234,2187.83,-13.4942,0,2187.88,1
547,0.00981318,4,1.88207e+07,96324.5,0.162,0.00981318,0,0.162297,0.100516,2396.44,479.425,2193.44,-7.85453,0,2193.46,1
548,0.00983112,4,2.08821e+07,96556.1,0.162,0.00983112,0,0.162298,0.100715,2397.48,480.351,2192.66,-4.89618,0,2192.66,1
549,0.00984906,4,2.16788e+07,96642.6,0.162,0.00984906,0,0.162299,0.100792,2397.66,480.145,2190.87,-2.35597,0,2190.87,1
550,0.009867,4,2.24905e+07,96729.2,0.162,0.009867,0,0.1623,0.100868,2397.84,479.938,2189.08,0.184378,0,2189.08,1
551,0.00988494,4,2.33172e+07,96815.7,0.162,0.00988494,0,0.162301,0.100945,2398.03,479.732,2187.3,2.72472,0,2187.3,1
552,0.00990288,4,2.41589e+07,96902.2,0.162,0.00990288,0,0.162302,0.101022,2398.21,479.525,2185.51,5.26506,0,2185.52,1
553,0.00992082,4,2.50156e+07,96988.7,0.162,0.00992082,0,0.162303,0.101098,2398.39,479.319,2183.73,7.80541,0,2183.74,1
554,0.00993876,4,2.58873e+07,97075.2,0.162,0.00993876,0,0.162305,0.101175,2398.57,479.113,2181.94,10.3457,0,2181.97,1
555,0.0099567,4,2.67739e+07,97161.7,0.162,0.0099567,0,0.162306,0.101252,2398.75,478.906,2180.16,12.8861,0,2180.19,1
556,0.00997464,4,2.76756e+07,97248.3,0.162,0.00997464,0,0.162307,0.101328,2398.94,478.7,2178.37,15.4264,0,2178.42,1
557,0.00999258,4,2.85922e+07,97334.8,0.162,0.00999258,0,0.162308,0.101405,2399.12,478.493,2176.58,17.9668,0,2176.66,1
558,0.0100105,4,2.25823e+07,96739.7,0.162,0.0100105,0,0.162309,0.100898,2395.86,473.885,2172.56,23.3692,0,2172.68,1
559,0.0100285,4,1.28218e+07,95568.2,0.162,0.0100285,0,0.16231,0.0998986,2389.69,465.553,2166.64,31.192,0,2166.86,1
560,0.0100464,4,5.80643e+06,94396.7,0.162,0.0100464,0,0.162311,0.0988989,2383.51,457.222,2160.72,39.0148,0,2161.07,1
561,0.0100643,4,1.53623e+06,93225.3,0.162,0.0100643,0,0.162312,0.0978992,2377.34,448.891,2154.8,46.8376,0,2155.31,1
562,0.0100823,4,11150.5,92053.8,0.162,0.0100823,0,0.162313,0.0968994,2371.17,440.559,2148.88,54.6604,0,2149.57,1
563,0.0101002,4,1.23107e+06,90882.4,0.162,0.0101002,0,0.162315,0.0958998,2365,432.228,2142.96,62.4828,0,2143.87,1
564,0.0101182,4,5.19615e+06,89710.9,0.162,0.0101182,0,0.162316,0.0949001,2358.83,423.897,2137.04,70.3055,0,2138.19,1
565,0.0101361,4,1.19063e+07,88539.4,0.162,0.0101361,0,0.162317,0.0939004,2352.66,415.565,2131.11,78.1283,0,2132.55,1
566,0.010154,3,1.77521e+07,87367.9,0.162,0.010154,0,0.162318,0.0929007,2346.49,407.234,2125.19,85.9511,0,2126.93,1
567,0.010172,3,9.25335e+06,86196.4,0.162,0.010172,0,0.162319,0.091901,2340.32,398.903,2119.27,93.7739,0,2121.35,1
568,0.0101899,3,3.11449e+06,84918.9,0.162,0.0101899,0,0.16232,0.0908007,2333.41,389.926,2112.58,100.988,0,2114.99,1
569,0.0102079,3,15509.2,83262.1,0.162,0.0102079,0,0.162321,0.0893411,2323.86,378.641,2103.12,106.026,0,2105.79,1
570,0.0102258,3,2.4072e+06,81605.3,0.162,0.0102258,0,0.162322,0.0878814,2314.32,367.357,2093.66,111.063,0,2096.6,1
571,0.0102437,3,1.02896e+07,79948.5,0.162,0.0102437,0,0.162324,0.0864217,2304.78,356.073,2084.19,116.101,0,2087.42,1
572,0.0102617,2,1.87897e+07,78291.7,0.162,0.0102617,0,0.162325,0.084962,2295.23,344.788,2074.73,121.138,0,2078.26,1
573,0.0102796,2,7.17459e+06,76634.9,0.162,0.0102796,0,0.162326,0.0835023,2285.69,333.504,2065.27,126.176,0,2069.12,1
574,0.0102976,2,1.05019e+06,74978.1,0.162,0.0102976,0,0.162327,0.0820426,2276.14,322.219,2055.81,131.213,0,2059.99,1
575,0.0103155,2,416463,73321.3,0.162,0.0103155,0,0.162328,0.0805829,2266.6,310.935,2046.34,136.251,0,2050.87,1
576,0.0103334,2,5.2734e+06,71664.5,0.162,0.0103334,0,0.162329,0.0791232,2257.05,299.65,2036.88,141.288,0,2041.78,1
577,0.0103514,2,1.56203e+07,70007.8,0.162,0.0103514,0,0.16233,0.0776636,2247.51,288.366,2027.42,146.325,0,2032.69,1
578,0.0103693,2,3.14583e+07,68351,0.162,0.0103693,0,0.162332,0.0762039,2237.97,277.082,2017.96,151.363,0,2023.63,1
579,0.0103873,1,2.74586e+07,67116.6,0.162,0.0103873,0,0.162333,0.0750899,2229.67,268.205,2006.28,151.848,0,2012.02,1
580,0.0104052,1,1.64451e+07,65931.8,0.162,0.0104052,0,0.162334,0.0740162,2221.52,259.61,1994.35,151.8,0,2000.12,1
581,0.0104231,1,8.23987e+06,64747,0.162,0.0104231,0,0.162335,0.0729426,2213.36,251.014,1982.42,151.751,0,1988.22,1
582,0.0104411,1,2.84291e+06,63562.1,0.162,0.0104411,0,0.162336,0.071869,2205.21,242.419,1970.49,151.703,0,1976.32,1
583,0.010459,1,254216,62377.3,0.162,0.010459,0,0.162337,0.0707954,2197.06,233.824,1958.56,151.655,0,1964.42,1
584,0.010477,1,473781,61192.4,0.162,0.010477,0,0.162338,0.0697218,2188.91,225.229,1946.63,151.607,0,1952.52,1
585,0.0104949,1,3.50161e+06,60007.6,0.162,0.0104949,0,0.16234,0.0686482,2180.76,216.634,1934.7,151.559,0,1940.62,1
586,0.0105128,1,9.33771e+06,58822.8,0.162,0.0105128,0,0.162341,0.0675746,2172.6,208.038,1922.76,151.511,0,1928.72,1
587,0.0105308,1,1.79821e+07,57637.9,0.162,0.0105308,0,0.162342,0.066501,2164.45,199.443,1910.83,151.463,0,1916.83,1
588,0.0105487,1,2.94347e+07,56453.1,0.162,0.0105487,0,0.162343,0.0654273,2156.3,190.848,1898.9,151.415,0,1904.93,1
589,0.0105667,0,2.94689e+07,55516.3,0.162,0.0105667,0,0.162344,0.0645624,2149.36,184.182,1888.64,150.831,0,1894.65,1
590,0.0105846,0,2.18769e+07,54765.1,0.162,0.0105846,0,0.162345,0.0638537,2143.33,178.959,1879.63,149.847,0,1885.59,1
591,0.0106025,0,1.54139e+07,54014,0.162,0.0106025,0,0.162347,0.063145,2137.3,173.737,1870.62,148.863,0,1876.53,1
592,0.0106205,0,1.00794e+07,53262.8,0.162,0.0106205,0,0.162348,0.0624362,2131.26,168.514,1861.6,147.879,0,1867.47,1
593,0.0106384,0,5.87363e+06,52511.7,0.162,0.0106384,0,0.162349,0.0617275,2125.23,163.291,1852.59,146.895,0,1858.41,1
594,0.0106564,0,2.79662e+06,51760.5,0.162,0.0106564,0,0.16235,0.0610188,2119.2,158.069,1843.58,145.911,0,1849.34,1
595,0.0106743,0,848402,51009.4,0.162,0.0106743,0,0.162351,0.06031,2113.17,152.846,1834.57,144.927,0,1840.28,1
596,0.0106922,0,28943.3,50258.2,0.162,0.0106922,0,0.162352,0.0596013,2107.13,147.623,1825.55,143.943,0,1831.22,1
597,0.0107102,0,338259,49507,0.162,0.0107102,0,0.162354,0.0588926,2101.1,142.401,1816.54,142.959,0,1822.16,1
598,0.0107281,0,1.77634e+06,48755.9,0.162,0.0107281,0,0.162355,0.0581838,2095.07,137.178,1807.53,141.975,0,1813.1,1
599,0.0107461,0,3.95225e+06,48100.7,0.162,0.0107461,0,0.162356,0.0575622,2089.72,132.685,1799.77,140.918,0,1805.28,1
600,0.010764,0,5.53706e+06,47735.7,0.162,0.010764,0,0.162357,0.0572037,2086.46,130.399,1795.81,139.642,0,1801.23,1
601,0.0107819,0,7.38845e+06,47370.6,0.162,0.0107819,0,0.162358,0.0568452,2083.19,128.113,1791.85,138.366,0,1797.19,1
602,0.0107999,0,9.5064e+06,47005.6,0.162,0.0107999,0,0.16236,0.0564866,2079.93,125.827,1787.89,137.09,0,1793.14,1
603,0.0108178,0,1.18909e+07,46640.6,0.162,0.0108178,0,0.162361,0.0561281,2076.66,123.54,1783.93,135.814,0,1789.09,1
604,0.0108358,0,1.4542e+07,46275.5,0.162,0.0108358,0,0.162362,0.0557696,2073.4,121.254,1779.97,134.538,0,1785.04,1
605,0.0108537,0,1.74595e+07,45910.5,0.162,0.0108537,0,0.162363,0.0554111,2070.13,118.968,1776.01,133.263,0,1781,1
606,0.0108716,0,2.06437e+07,45545.5,0.162,0.0108716,0,0.162364,0.0550526,2066.87,116.682,1772.04,131.987,0,1776.95,1
607,0.0108896,0,2.40945e+07,45180.4,0.162,0.0108896,0,0.162366,0.0546941,2063.6,114.396,1768.08,130.711,0,1772.91,1
608,0.0109075,0,2.78119e+07,44815.4,0.162,0.0109075,0,0.162367,0.0543356,2060.34,112.109,1764.12,129.435,0,1768.86,1
609,0.0109255,0,3.17958e+07,44450.4,0.162,0.0109255,0,0.162368,0.0539771,2057.07,109.823,1760.16,128.159,0,1764.82,1
610,0.0109434,0,2.99902e+07,44612.8,0.162,0.0109434,0,0.162369,0.0541312,2058.3,110.985,1762.55,131.576,0,1767.45,1
611,0.0109613,0,2.77865e+07,44817.8,0.162,0.0109613,0,0.16237,0.0543266,2059.88,112.425,1765.45,135.372,0,1770.63,1
612,0.0109793,0,2.5667e+07,45022.8,0.162,0.0109793,0,0.162372,0.0545221,2061.47,113.865,1768.35,139.168,0,1773.82,1
613,0.0109972,0,2.36316e+07,45227.8,0.162,0.0109972,0,0.162373,0.0547175,2063.06,115.305,1771.25,142.964,0,1777.01,1
614,0.0110152,0,2.16803e+07,45432.8,0.162,0.0110152,0,0.162374,0.054913,2064.65,116.745,1774.16,146.761,0,1780.22,1
615,0.0110331,0,1.98131e+07,45637.8,0.162,0.0110331,0,0.162375,0.0551084,2066.23,118.185,1777.06,150.557,0,1783.42,1
616,0.011051,0,1.803e+07,45842.8,0.162,0.011051,0,0.162376,0.0553039,2067.82,119.625,1779.96,154.353,0,1786.64,1
617,0.011069,0,1.6331e+07,46047.8,0.162,0.011069,0,0.162378,0.0554993,2069.41,121.064,1782.86,158.149,0,1789.86,1
618,0.0110869,0,1.47161e+07,46252.8,0.162,0.0110869,0,0.162379,0.0556947,2070.99,122.504,1785.76,161.945,0,1793.09,1
619,0.0111049,0,1.31853e+07,46457.8,0.162,0.0111049,0,0.16238,0.0558902,2072.58,123.944,1788.66,165.741,0,1796.32,1
620,0.0111228,0,8.97417e+06,47093.2,0.162,0.0111228,0,0.162381,0.0564907,2077.62,128.049,1795.2,163.063,0,1802.59,1
621,0.0111407,0,4.30809e+06,48013.2,0.162,0.0111407,0,0.162383,0.057359,2084.93,133.915,1804.14,156.105,0,1810.88,1
622,0.0111587,0,1.3352e+06,48933.2,0.162,0.0111587,0,0.162384,0.0582273,2092.25,139.781,1813.08,149.147,0,1819.2,1
623,0.0111766,0,55478.7,49853.1,0.162,0.0111766,0,0.162385,0.0590956,2099.57,145.647,1822.01,142.189,0,1827.55,1
624,0.0111946,0,468925,50773.1,0.162,0.0111946,0,0.162386,0.0599639,2106.88,151.513,1830.95,135.231,0,1835.94,1
625,0.0112125,0,2.57555e+06,51693.1,0.162,0.0112125,0,0.162388,0.0608322,2114.2,157.379,1839.89,128.273,0,1844.36,1
626,0.0112304,0,6.37532e+06,52613.1,0.162,0.0112304,0,0.162389,0.0617005,2121.52,163.245,1848.83,121.316,0,1852.81,1
627,0.0112484,0,1.18683e+07,53533.1,0.162,0.0112484,0,0.16239,0.0625688,2128.84,169.111,1857.77,114.358,0,1861.29,1
628,0.0112663,0,1.90544e+07,54453.1,0.162,0.0112663,0,0.162391,0.0634371,2136.15,174.977,1866.71,107.4,0,1869.79,1
629,0.0112843,0,2.79337e+07,55373,0.162,0.0112843,0,0.162393,0.0643054,2143.47,180.843,1875.65,100.442,0,1878.33,1
630,0.0113022,1,2.949e+07,56448,0.162,0.0113022,0,0.162394,0.0653023,2151.75,187.689,1885.06,94.2684,0,1887.42,1
631,0.0113201,1,1.56383e+07,57924,0.162,0.0113201,0,0.162395,0.0666316,2162.54,197.069,1895.73,90.1258,0,1897.87,1
632,0.0113381,1,6.14468e+06,59399.9,0.162,0.0113381,0,0.162396,0.0679609,2173.32,206.448,1906.38,85.9834,0,1908.32,1
633,0.011356,1,1.00813e+06,60875.9,0.162,0.011356,0,0.162398,0.0692903,2184.11,215.829,1917.04,81.8407,0,1918.79,1
634,0.011374,1,229273,62351.8,0.162,0.011374,0,0.162399,0.0706197,2194.89,225.209,1927.7,77.6981,0,1929.27,1
635,0.0113919,1,3.80811e+06,63827.8,0.162,0.0113919,0,0.1624,0.0719491,2205.68,234.589,1938.36,73.5555,0,1939.76,1
636,0.0114098,1,1.17446e+07,65303.8,0.162,0.0114098,0,0.162401,0.0732784,2216.47,243.969,1949.03,69.4128,0,1950.26,1
637,0.0114278,1,2.40389e+07,66779.8,0.162,0.0114278,0,0.162403,0.0746078,2227.25,253.349,1959.69,65.2702,0,1960.77,1
638,0.0114457,2,3.25261e+07,68255.7,0.162,0.0114457,0,0.162404,0.0759372,2238.04,262.729,1970.35,61.1275,0,1971.29,1
639,0.0114637,2,1.78681e+07,69731.7,0.162,0.0114637,0,0.162405,0.0772666,2248.82,272.11,1981.01,56.9849,0,1981.82,1
640,0.0114816,2,7.56792e+06,71207.7,0.162,0.0114816,0,0.162406,0.0785959,2259.61,281.49,1991.67,52.8422,0,1992.37,1
641,0.0114995,2,966267,72975.8,0.162,0.0114995,0,0.162408,0.0800917,2270.69,292.766,2001.1,61.6868,0,2002.05,1
642,0.0115175,2,639677,74757.6,0.162,0.0115175,0,0.162409,0.0815952,2281.8,304.131,2010.47,71.1375,0,2011.73,1
643,0.0115354,2,6.66328e+06,76539.4,0.162,0.0115354,0,0.16241,0.0830987,2292.9,315.497,2019.85,80.5883,0,2021.46,1
644,0.0115534,2,1.90371e+07,78321.1,0.162,0.0115534,0,0.162411,0.0846023,2304,326.862,2029.23,90.039,0,2031.22,1
645,0.0115713,3,9.3226e+06,80102.9,0.162,0.0115713,0,0.162413,0.0861058,2315.1,338.227,2038.6,99.4897,0,2041.03,1
646,0.0115892,3,1.61691e+06,81884.6,0.162,0.0115892,0,0.162414,0.0876092,2326.2,349.591,2047.98,108.94,0,2050.87,1
647,0.0116072,3,260887,83666.3,0.162,0.0116072,0,0.162415,0.0891128,2337.3,360.956,2057.35,118.391,0,2060.76,1
648,0.0116251,3,5.25506e+06,85448.1,0.162,0.0116251,0,0.162417,0.0906163,2348.4,372.321,2066.73,127.841,0,2070.68,1
649,0.0116431,3,1.65995e+07,87229.8,0.162,0.0116431,0,0.162418,0.0921198,2359.5,383.686,2076.1,137.292,0,2080.64,1
650,0.011661,4,8.86925e+06,89011.6,0.162,0.011661,0,0.162419,0.0936233,2370.6,395.051,2085.48,146.743,0,2090.64,1
651,0.0116789,4,2.88532e+06,90291.2,0.162,0.0116789,0,0.16242,0.0946846,2378.19,403.131,2091.31,152.5,0,2096.86,1
652,0.0116969,4,506696,91278.6,0.162,0.0116969,0,0.162422,0.0954884,2383.73,409.298,2095.07,156.108,0,2100.88,1
653,0.0117148,4,78116.5,92266,0.162,0.0117148,0,0.162423,0.0962922,2389.27,415.464,2098.83,159.716,0,2104.9,1
654,0.0117328,4,1.59958e+06,93253.4,0.162,0.0117328,0,0.162424,0.097096,2394.81,421.631,2102.6,163.324,0,2108.93,1
655,0.0117507,4,5.07108e+06,94240.8,0.162,0.0117507,0,0.162426,0.0978998,2400.35,427.798,2106.36,166.932,0,2112.96,1
656,0.0117686,4,1.04926e+07,95228.2,0.162,0.0117686,0,0.162427,0.0987036,2405.89,433.965,2110.12,170.54,0,2117,1
657,0.0117866,4,1.78642e+07,96215.5,0.162,0.0117866,0,0.162428,0.0995074,2411.43,440.132,2113.88,174.148,0,2121.04,1
658,0.0118045,4,2.71858e+07,97202.9,0.162,0.0118045,0,0.16243,0.100311,2416.97,446.299,2117.65,177.755,0,2125.09,1
659,0.0118225,4,3.84575e+07,98190.3,0.162,0.0118225,0,0.162431,0.101115,2422.51,452.465,2121.41,181.363,0,2129.15,1
660,0.0118404,4,5.16785e+07,99177.6,0.162,0.0118404,0,0.162432,0.101919,2428.05,458.632,2125.17,184.971,0,2133.2,1
661,0.0118583,4,5.8728e+07,99652.3,0.162,0.0118583,0,0.162433,0.102302,2430.87,461.648,2127.16,188.078,0,2135.46,1
662,0.0118763,4,4.88628e+07,98979,0.162,0.0118763,0,0.162435,0.101745,2427.6,457.609,2125.18,190.065,0,2133.66,1
663,0.0118942,4,3.99044e+07,98305.8,0.162,0.0118942,0,0.162436,0.101187,2424.34,453.571,2123.2,192.052,0,2131.87,1
664,0.0119122,4,3.18524e+07,97632.5,0.162,0.0119122,0,0.162437,0.100629,2421.07,449.532,2121.22,194.039,0,2130.07,1
665,0.0119301,4,2.4707e+07,96959.3,0.162,0.0119301,0,0.162439,0.100072,2417.81,445.494,2119.24,196.026,0,2128.28,1
666,0.011948,4,1.84682e+07,96286,0.162,0.011948,0,0.16244,0.0995141,2414.54,441.455,2117.26,198.013,0,2126.5,1
667,0.011966,4,1.3136e+07,95612.8,0.162,0.011966,0,0.162441,0.0989565,2411.28,437.417,2115.28,200,0,2124.71,1
668,0.0119839,4,8.71047e+06,94939.5,0.162,0.0119839,0,0.162443,0.0983989,2408.01,433.378,2113.29,201.987,0,2122.93,1
669,0.0120019,4,5.1915e+06,94266.3,0.162,0.0120019,0,0.162444,0.0978413,2404.75,429.34,2111.31,203.974,0,2121.14,1
670,0.0120198,4,2.57913e+06,93593,0.162,0.0120198,0,0.162445,0.0972837,2401.48,425.301,2109.33,205.961,0,2119.36,1
671,0.0120377,4,873358,92919.8,0.162,0.0120377,0,0.162447,0.0967261,2398.22,421.263,2107.35,207.948,0,2117.59,1
672,0.0120557,4,342155,91410.5,0.162,0.0120557,0,0.162448,0.0954311,2390.22,411.965,2101.53,203.854,0,2111.39,1
673,0.0120736,4,4.41844e+06,89889,0.162,0.0120736,0,0.162449,0.0941254,2382.15,402.59,2095.65,199.671,0,2105.14,1
674,0.0120916,4,1.31247e+07,88367.5,0.162,0.0120916,0,0.162451,0.0928197,2374.08,393.216,2089.76,195.487,0,2098.89,1
675,0.0121095,3,1.36235e+07,86846,0.162,0.0121095,0,0.162452,0.0915139,2366.01,383.84,2083.88,191.304,0,2092.65,1
676,0.0121274,3,4.70754e+06,85324.5,0.162,0.0121274,0,0.162453,0.0902081,2357.94,374.465,2078,187.121,0,2086.41,1
677,0.0121454,3,422001,83803,0.162,0.0121454,0,0.162455,0.0889023,2349.87,365.09,2072.12,182.937,0,2080.18,1
678,0.0121633,3,766991,82281.4,0.162,0.0121633,0,0.162456,0.0875966,2341.8,355.715,2066.24,178.754,0,2073.96,1
679,0.0121813,3,5.74251e+06,80759.9,0.162,0.0121813,0,0.162457,0.0862908,2333.73,346.34,2060.36,174.57,0,2067.74,1
680,0.0121992,3,1.53485e+07,79238.4,0.162,0.0121992,0,0.162459,0.084985,2325.66,336.965,2054.47,170.387,0,2061.53,1
681,0.0122171,2,1.41449e+07,77716.8,0.162,0.0122171,0,0.16246,0.0836792,2317.59,327.59,2048.59,166.203,0,2055.32,1
682,0.0122351,2,5.83289e+06,76370.3,0.162,0.0122351,0,0.162461,0.0824877,2310.11,318.866,2041,157.462,0,2047.07,1
683,0.012253,2,1.34539e+06,75113,0.162,0.012253,0,0.162463,0.0813545,2302.92,310.474,2032.55,146.396,0,2037.81,1
684,0.012271,2,19991.1,73855.7,0.162,0.012271,0,0.162464,0.0802213,2295.74,302.083,2024.09,135.33,0,2028.61,1
685,0.0122889,2,1.85672e+06,72598.5,0.162,0.0122889,0,0.162465,0.0790881,2288.56,293.691,2015.63,124.264,0,2019.45,1
686,0.0123068,2,6.85555e+06,71341.2,0.162,0.0123068,0,0.162467,0.0779549,2281.38,285.299,2007.17,113.198,0,2010.36,1
687,0.0123248,2,1.50166e+07,70083.9,0.162,0.0123248,0,0.162468,0.0768217,2274.19,276.907,1998.71,102.132,0,2001.32,1
688,0.0123427,2,2.6339e+07,68826.7,0.162,0.0123427,0,0.16247,0.0756886,2267.01,268.516,1990.25,91.0669,0,1992.33,1
689,0.0123607,1,3.24066e+07,67569.4,0.162,0.0123607,0,0.162471,0.0745554,2259.83,260.124,1981.79,80.001,0,1983.41,1
690,0.0123786,1,1.96731e+07,66312.1,0.162,0.0123786,0,0.162472,0.0734222,2252.64,251.733,1973.33,68.935,0,1974.54,1
691,0.0123965,1,1.01017e+07,65054.9,0.162,0.0123965,0,0.162474,0.072289,2245.46,243.341,1964.87,57.869,0,1965.73,1
692,0.0124145,1,4.8732e+06,64083.7,0.162,0.0124145,0,0.162475,0.0714114,2239.96,236.774,1957.83,50.0214,0,1958.47,1
693,0.0124324,1,3.22168e+06,63670.9,0.162,0.0124324,0,0.162476,0.0710325,2237.72,233.768,1953.54,48.4522,0,1954.14,1
694,0.0124504,1,1.91119e+06,63258,0.162,0.0124504,0,0.162478,0.0706536,2235.49,230.762,1949.26,46.8831,0,1949.82,1
695,0.0124683,1,941722,62845.1,0.162,0.0124683,0,0.162479,0.0702747,2233.26,227.756,1944.97,45.3139,0,1945.5,1
696,0.0124862,1,313296,62432.2,0.162,0.0124862,0,0.16248,0.0698958,2231.03,224.749,1940.69,43.7448,0,1941.18,1
697,0.0125042,1,25896.1,62019.3,0.162,0.0125042,0,0.162482,0.0695169,2228.8,221.743,1936.4,42.1757,0,1936.86,1
698,0.0125221,1,79527.2,61606.4,0.162,0.0125221,0,0.162483,0.069138,2226.57,218.737,1932.12,40.6065,0,1932.54,1
699,0.0125401,1,474191,61193.5,0.162,0.0125401,0,0.162485,0.0687591,2224.34,215.731,1927.83,39.0374,0,1928.23,1
700,0.012558,1,1.20989e+06,60780.6,0.162,0.012558,0,0.162486,0.0683802,2222.1,212.724,1923.55,37.4682,0,1923.91,1
701,0.0125759,1,2.28661e+06,60367.7,0.162,0.0125759,0,0.162487,0.0680012,2219.87,209.718,1919.26,35.8991,0,1919.6,1
702,0.0125939,1,3.65885e+06,59966.7,0.162,0.0125939,0,0.162489,0.0676331,2217.71,206.792,1915.08,34.3668,0,1915.39,1
703,0.0126118,1,2.44972e+06,60314.7,0.162,0.0126118,0,0.16249,0.0679419,2220.16,208.937,1917.54,35.1558,0,1917.87,1
704,0.0126298,1,1.48288e+06,60662.8,0.162,0.0126298,0,0.162492,0.0682508,2222.6,211.082,1920.01,35.9448,0,1920.35,1
705,0.0126477,1,758353,61010.8,0.162,0.0126477,0,0.162493,0.0685596,2225.04,213.227,1922.47,36.7338,0,1922.83,1
706,0.0126656,1,276110,61358.8,0.162,0.0126656,0,0.162494,0.0688685,2227.49,215.371,1924.94,37.5228,0,1925.31,1
707,0.0126836,1,36164.3,61706.9,0.162,0.0126836,0,0.162496,0.0691774,2229.93,217.516,1927.4,38.3118,0,1927.79,1
708,0.0127015,1,38514,62054.9,0.162,0.0127015,0,0.162497,0.0694862,2232.37,219.661,1929.87,39.1008,0,1930.27,1
709,0.0127195,1,283159,62402.9,0.162,0.0127195,0,0.162499,0.0697951,2234.82,221.806,1932.33,39.8898,0,1932.75,1
710,0.0127374,1,770101,62751,0.162,0.0127374,0,0.1625,0.0701039,2237.26,223.951,1934.8,40.6788,0,1935.23,1
711,0.0127553,1,1.49933e+06,63099,0.162,0.0127553,0,0.162501,0.0704128,2239.7,226.095,1937.26,41.4678,0,1937.71,1
712,0.0127733,1,2.47086e+06,63447.1,0.162,0.0127733,0,0.162503,0.0707216,2242.15,228.24,1939.73,42.2568,0,1940.19,1
713,0.0127912,1,5.09803e+06,64133.7,0.162,0.0127912,0,0.162504,0.0713321,2246.53,232.565,1944.24,42.9643,0,1944.71,1
714,0.0128092,1,9.57653e+06,64970.7,0.162,0.0128092,0,0.162506,0.0720766,2251.78,237.858,1949.65,43.6355,0,1950.14,1
715,0.0128271,1,1.54565e+07,65807.8,0.162,0.0128271,0,0.162507,0.072821,2257.02,243.152,1955.07,44.3068,0,1955.57,1
716,0.012845,1,2.27377e+07,66644.8,0.162,0.012845,0,0.162508,0.0735655,2262.27,248.445,1960.48,44.9781,0,1961,1
717,0.012863,1,3.14207e+07,67481.9,0.162,0.012863,0,0.16251,0.07431,2267.51,253.738,1965.89,45.6493,0,1966.42,1
718,0.0128809,2,3.18074e+07,68318.9,0.162,0.0128809,0,0.162511,0.0750544,2272.76,259.032,1971.31,46.3206,0,1971.85,1
719,0.0128989,2,2.30659e+07,69156,0.162,0.0128989,0,0.162513,0.0757989,2278.01,264.325,1976.72,46.9919,0,1977.28,1
720,0.0129168,2,1.5726e+07,69993.1,0.162,0.0129168,0,0.162514,0.0765434,2283.25,269.618,1982.14,47.6632,0,1982.71,1
721,0.0129347,2,9.78769e+06,70830.1,0.162,0.0129347,0,0.162516,0.0772879,2288.5,274.912,1987.55,48.3344,0,1988.14,1
722,0.0129527,2,5.25083e+06,71667.2,0.162,0.0129527,0,0.162517,0.0780323,2293.74,280.205,1992.97,49.0057,0,1993.57,1
723,0.0129706,2,1.71197e+06,72650.4,0.162,0.0129706,0,0.162518,0.0788945,2299.77,286.367,1998.59,52.632,0,1999.29,1
724,0.0129886,2,7006.37,73883.5,0.162,0.0129886,0,0.16252,0.0799577,2307.12,294.015,2004.59,61.3117,0,2005.53,1
725,0.0130065,2,1.34339e+06,75116.5,0.162,0.0130065,0,0.162521,0.081021,2314.47,301.662,2010.58,69.9913,0,2011.8,1
